xmin	ymin	xmax	ymax	breed
2	1	408	374	standard-poodle
143	9	231	144	standard-poodle
0	20	266	483	standard-poodle
47	19	499	374	standard-poodle
0	0	498	485	standard-poodle
0	47	498	301	standard-poodle
142	181	313	498	standard-poodle
135	73	322	380	standard-poodle
186	83	390	498	standard-poodle
45	51	405	329	standard-poodle
0	0	304	272	standard-poodle
72	1	428	374	standard-poodle
47	15	410	374	standard-poodle
71	87	341	431	standard-poodle
1	16	331	498	standard-poodle
0	21	189	347	standard-poodle
14	151	275	377	standard-poodle
92	28	217	191	standard-poodle
142	37	718	598	standard-poodle
22	0	493	374	standard-poodle
0	7	368	353	standard-poodle
26	30	243	261	standard-poodle
27	16	309	422	standard-poodle
22	20	340	374	standard-poodle
201	126	334	323	standard-poodle
135	0	361	441	standard-poodle
82	80	252	420	standard-poodle
0	0	171	199	standard-poodle
127	32	270	202	standard-poodle
87	50	225	354	standard-poodle
69	50	429	427	standard-poodle
53	36	353	374	standard-poodle
120	29	433	358	standard-poodle
0	0	431	374	standard-poodle
0	0	346	498	standard-poodle
47	9	163	130	standard-poodle
72	6	186	210	standard-poodle
0	12	460	434	standard-poodle
0	0	381	374	standard-poodle
148	25	428	354	standard-poodle
2	4	284	370	standard-poodle
172	97	411	318	standard-poodle
5	11	389	418	standard-poodle
161	150	320	351	standard-poodle
31	39	232	332	standard-poodle
56	9	389	333	standard-poodle
138	97	296	288	standard-poodle
53	118	330	483	standard-poodle
70	65	370	391	standard-poodle
0	0	478	410	standard-poodle
35	40	248	486	standard-poodle
34	43	254	368	standard-poodle
256	63	499	347	standard-poodle
16	10	331	250	standard-poodle
109	22	499	374	standard-poodle
101	73	230	442	standard-poodle
24	8	498	486	standard-poodle
34	32	100	195	standard-poodle
144	43	446	274	standard-poodle
17	11	201	359	standard-poodle
16	32	344	498	standard-poodle
20	13	167	149	standard-poodle
140	210	257	477	standard-poodle
264	84	398	196	standard-poodle
28	40	445	470	standard-poodle
0	16	477	498	standard-poodle
1	55	404	498	standard-poodle
0	11	498	360	standard-poodle
20	0	147	179	standard-poodle
94	67	499	337	standard-poodle
75	22	251	466	standard-poodle
84	38	450	458	standard-poodle
66	0	498	427	standard-poodle
269	110	461	360	standard-poodle
1	35	293	237	standard-poodle
192	39	306	336	standard-poodle
0	45	337	498	standard-poodle
190	112	428	355	standard-poodle
51	1	419	436	standard-poodle
35	31	444	298	standard-poodle
34	0	446	487	standard-poodle
25	5	284	281	standard-poodle
35	8	446	498	standard-poodle
18	83	392	481	standard-poodle
0	0	401	498	standard-poodle
0	202	225	462	standard-poodle
0	31	499	332	standard-poodle
40	21	370	475	standard-poodle
38	22	348	305	standard-poodle
145	11	385	374	standard-poodle
246	38	430	279	standard-poodle
280	91	499	374	standard-poodle
1	1	461	498	standard-poodle
166	66	499	374	standard-poodle
11	0	498	416	standard-poodle
19	8	183	250	standard-poodle
4	6	136	199	standard-poodle
10	21	494	407	standard-poodle
19	19	322	597	standard-poodle
63	11	460	394	standard-poodle
126	35	412	356	standard-poodle
106	18	498	403	standard-poodle
21	23	189	272	standard-poodle
118	65	342	288	standard-poodle
47	68	373	332	standard-poodle
32	77	499	279	mexican-hairless
125	44	341	331	mexican-hairless
15	15	309	300	mexican-hairless
22	7	348	349	mexican-hairless
33	12	248	428	mexican-hairless
39	54	274	249	mexican-hairless
58	6	218	496	mexican-hairless
0	3	338	243	mexican-hairless
0	0	350	498	mexican-hairless
46	17	320	312	mexican-hairless
21	88	263	497	mexican-hairless
0	13	285	498	mexican-hairless
5	16	199	265	mexican-hairless
23	11	335	380	mexican-hairless
61	11	300	477	mexican-hairless
67	68	229	426	mexican-hairless
46	55	333	478	mexican-hairless
49	21	341	447	mexican-hairless
53	19	249	249	mexican-hairless
101	25	330	491	mexican-hairless
3	0	274	280	mexican-hairless
18	24	470	374	mexican-hairless
10	14	233	144	mexican-hairless
10	81	583	437	mexican-hairless
5	8	244	205	mexican-hairless
16	20	497	468	mexican-hairless
117	28	499	356	mexican-hairless
0	0	374	374	mexican-hairless
0	15	159	245	mexican-hairless
168	68	326	299	mexican-hairless
19	1	229	320	mexican-hairless
70	4	313	273	mexican-hairless
69	19	256	357	mexican-hairless
147	4	541	541	mexican-hairless
70	42	359	357	mexican-hairless
80	29	439	374	mexican-hairless
26	10	295	275	mexican-hairless
30	23	229	171	mexican-hairless
55	21	373	361	mexican-hairless
29	9	267	357	mexican-hairless
44	55	251	441	mexican-hairless
1	7	510	382	mexican-hairless
4	4	313	246	mexican-hairless
12	34	291	277	mexican-hairless
212	16	416	405	mexican-hairless
127	0	395	374	mexican-hairless
243	30	692	817	mexican-hairless
46	45	410	495	mexican-hairless
55	4	199	132	mexican-hairless
16	11	158	193	mexican-hairless
23	19	359	363	mexican-hairless
7	0	372	498	mexican-hairless
47	27	205	477	mexican-hairless
51	37	455	344	mexican-hairless
3	53	356	485	mexican-hairless
42	22	246	216	mexican-hairless
32	39	169	296	mexican-hairless
42	55	267	348	mexican-hairless
14	0	187	149	mexican-hairless
2	0	595	597	mexican-hairless
48	27	275	486	mexican-hairless
150	6	389	364	mexican-hairless
0	15	193	310	mexican-hairless
28	2	206	185	mexican-hairless
39	6	331	310	mexican-hairless
7	6	292	254	mexican-hairless
0	56	367	496	mexican-hairless
224	259	350	374	mexican-hairless
36	0	438	498	mexican-hairless
91	40	430	301	mexican-hairless
15	18	497	468	mexican-hairless
101	46	152	149	mexican-hairless
52	105	557	801	mexican-hairless
25	16	331	476	mexican-hairless
17	15	333	252	mexican-hairless
103	6	471	356	mexican-hairless
135	145	290	280	mexican-hairless
46	63	209	299	mexican-hairless
5	40	262	284	mexican-hairless
56	15	316	336	mexican-hairless
237	47	498	358	mexican-hairless
73	50	299	258	mexican-hairless
19	5	214	204	mexican-hairless
16	1	340	375	mexican-hairless
28	30	192	277	mexican-hairless
27	16	262	426	mexican-hairless
149	24	313	346	mexican-hairless
20	56	424	437	mexican-hairless
0	6	159	160	mexican-hairless
1	33	173	240	mexican-hairless
78	5	414	374	mexican-hairless
0	0	248	330	mexican-hairless
39	52	357	331	mexican-hairless
9	25	234	250	mexican-hairless
30	37	175	305	mexican-hairless
71	15	295	487	mexican-hairless
39	27	129	111	mexican-hairless
7	3	233	228	mexican-hairless
25	28	330	498	mexican-hairless
0	4	304	424	mexican-hairless
39	10	407	374	mexican-hairless
7	28	291	337	mexican-hairless
13	5	159	163	mexican-hairless
2	31	197	314	mexican-hairless
49	12	223	237	mexican-hairless
38	13	280	272	mexican-hairless
23	8	348	348	mexican-hairless
1	89	586	780	mexican-hairless
135	0	542	447	mexican-hairless
83	6	271	259	mexican-hairless
187	203	458	379	mexican-hairless
28	171	480	374	mexican-hairless
152	44	515	354	mexican-hairless
83	34	351	329	mexican-hairless
55	26	296	247	mexican-hairless
11	20	330	294	mexican-hairless
54	24	293	251	mexican-hairless
33	16	321	297	mexican-hairless
123	13	336	482	mexican-hairless
0	28	289	298	mexican-hairless
65	17	247	235	mexican-hairless
182	37	400	398	mexican-hairless
164	74	302	260	mexican-hairless
32	26	284	251	mexican-hairless
0	15	285	312	mexican-hairless
82	12	208	220	mexican-hairless
50	22	205	487	mexican-hairless
29	11	305	351	mexican-hairless
43	36	287	353	mexican-hairless
40	4	310	262	mexican-hairless
0	7	266	383	mexican-hairless
72	38	376	285	mexican-hairless
48	76	410	326	mexican-hairless
21	15	323	335	mexican-hairless
27	25	318	478	mexican-hairless
31	10	292	310	mexican-hairless
70	17	297	491	mexican-hairless
7	15	330	498	mexican-hairless
38	0	214	301	mexican-hairless
147	154	410	336	mexican-hairless
17	35	350	498	mexican-hairless
48	33	231	160	mexican-hairless
53	17	354	498	mexican-hairless
119	37	469	479	mexican-hairless
0	8	282	498	mexican-hairless
20	41	356	496	mexican-hairless
26	8	268	276	mexican-hairless
156	0	311	374	mexican-hairless
120	1	481	374	mexican-hairless
111	0	514	632	mexican-hairless
4	0	150	199	mexican-hairless
9	2	199	205	mexican-hairless
30	29	252	200	mexican-hairless
30	14	316	260	mexican-hairless
67	66	559	539	mexican-hairless
118	232	271	374	dingo
100	9	239	165	dingo
40	25	389	332	dingo
57	135	241	336	dingo
201	65	341	331	dingo
33	6	354	498	dingo
109	38	467	323	dingo
177	113	294	225	dingo
102	24	343	332	dingo
0	19	499	323	dingo
0	51	183	176	dingo
0	34	226	322	dingo
121	58	451	327	dingo
0	54	393	332	dingo
305	24	467	253	dingo
78	36	423	374	dingo
202	94	504	478	dingo
69	64	263	214	dingo
32	11	361	327	dingo
120	227	365	497	dingo
13	1	499	331	dingo
103	29	491	353	dingo
0	135	343	332	dingo
7	0	359	332	dingo
76	69	404	323	dingo
67	4	475	337	dingo
17	19	433	332	dingo
116	53	349	281	dingo
35	147	168	316	dingo
96	15	459	331	dingo
90	95	373	498	dingo
21	40	453	498	dingo
101	28	352	267	dingo
150	34	493	348	dingo
141	124	264	206	dingo
116	14	499	392	dingo
1	1	373	498	dingo
24	54	173	185	dingo
87	23	513	309	dingo
1	2	220	249	dingo
67	30	184	309	dingo
27	86	172	418	dingo
0	11	267	486	dingo
120	122	306	294	dingo
140	72	415	207	dingo
9	24	255	174	dingo
112	10	498	332	dingo
160	113	333	233	dingo
186	84	276	188	dingo
80	154	259	273	dingo
272	186	373	332	dingo
13	16	385	379	dingo
17	5	202	229	dingo
85	139	487	373	dingo
69	63	382	362	dingo
58	39	141	249	dingo
3	12	193	172	dingo
70	54	344	268	dingo
19	32	281	268	dingo
2	27	236	136	dingo
132	75	369	328	dingo
2	20	498	313	dingo
7	8	134	199	dingo
46	14	166	272	dingo
1	0	265	364	dingo
15	366	242	445	dingo
114	41	472	326	dingo
153	44	353	374	dingo
179	71	346	374	dingo
117	106	386	286	dingo
124	42	370	299	dingo
0	23	385	388	dingo
201	100	319	327	dingo
140	215	292	338	dingo
159	23	499	376	dingo
65	14	397	329	dingo
48	53	279	461	dingo
166	5	344	280	dingo
0	6	343	425	dingo
90	48	499	374	dingo
143	87	348	303	dingo
0	0	353	332	dingo
146	86	324	280	dingo
183	65	447	320	dingo
19	13	219	224	dingo
0	13	115	199	dingo
21	33	225	161	dingo
0	60	271	498	dingo
164	37	401	313	dingo
136	14	249	167	dingo
0	46	373	493	dingo
6	12	288	183	dingo
31	12	260	379	dingo
249	228	559	396	dingo
115	1	374	224	dingo
135	118	257	437	dingo
61	63	444	317	dingo
92	110	248	302	dingo
0	44	351	374	dingo
135	0	312	291	dingo
38	0	406	374	dingo
121	34	455	356	dingo
0	28	300	498	dingo
112	45	392	304	dingo
73	82	453	280	dingo
0	53	376	298	dingo
72	9	498	331	dingo
74	26	557	547	dingo
67	42	261	462	dingo
195	107	337	238	dingo
187	31	350	143	dingo
82	34	370	360	dingo
16	0	239	199	dingo
197	116	319	323	dingo
83	109	473	414	dingo
203	107	336	247	dingo
114	17	355	371	dingo
0	1	361	498	dingo
115	75	265	238	dingo
121	1	499	374	dingo
130	39	399	328	dingo
117	108	440	214	dingo
43	15	266	199	dingo
240	42	441	285	dingo
58	49	270	256	dingo
67	97	206	443	dingo
160	46	227	240	dingo
11	18	350	413	dingo
221	105	289	237	dingo
233	518	615	1362	dingo
0	0	499	353	dingo
88	65	314	306	dingo
2	25	353	332	dingo
120	157	283	254	dingo
1	55	499	291	dingo
58	19	377	233	dingo
53	110	484	316	dingo
57	20	361	325	dingo
116	65	330	235	dingo
447	133	499	162	dingo
174	125	499	304	dingo
61	1	330	280	dingo
54	85	462	331	dingo
0	26	416	307	dingo
49	90	316	202	dingo
146	59	394	281	dingo
175	91	351	286	dingo
9	187	359	371	dingo
85	30	498	331	dingo
139	58	358	178	dingo
155	97	325	298	dingo
138	117	389	218	dingo
189	48	301	331	dingo
120	101	335	392	dingo
21	3	368	260	dingo
71	48	234	185	dingo
32	26	362	210	dhole
315	156	399	221	dhole
193	99	375	280	dhole
195	13	375	265	dhole
0	6	348	488	dhole
55	22	256	257	dhole
66	42	277	205	dhole
179	49	329	201	dhole
47	64	225	243	dhole
129	11	309	312	dhole
32	36	315	226	dhole
78	14	382	272	dhole
60	89	451	289	dhole
255	160	402	285	dhole
108	26	272	217	dhole
141	69	499	332	dhole
60	79	268	213	dhole
75	32	479	311	dhole
109	71	342	312	dhole
187	74	392	316	dhole
122	69	316	249	dhole
121	127	287	258	dhole
160	85	267	286	dhole
43	70	387	265	dhole
260	50	452	258	dhole
44	13	133	108	dhole
118	111	412	286	dhole
427	52	499	107	dhole
213	112	451	302	dhole
0	66	342	370	dhole
69	68	320	198	dhole
7	27	349	476	dhole
92	89	365	286	dhole
6	101	313	304	dhole
34	42	417	370	dhole
76	94	424	276	dhole
58	23	231	179	dhole
73	25	285	217	dhole
0	20	277	178	dhole
87	46	141	105	dhole
57	21	254	254	dhole
157	113	370	238	dhole
2	129	184	284	dhole
38	56	455	314	dhole
0	159	185	313	dhole
104	112	312	319	dhole
12	10	210	323	dhole
134	100	322	307	dhole
60	35	187	223	dhole
34	46	499	338	dhole
21	93	339	251	dhole
292	212	457	280	dhole
11	76	100	148	dhole
29	11	251	231	dhole
111	102	338	298	dhole
29	11	173	166	dhole
2	82	377	276	dhole
127	23	499	373	dhole
106	0	499	372	dhole
0	25	495	374	dhole
24	48	472	231	dhole
45	53	258	229	dhole
58	71	464	375	dhole
147	24	499	355	dhole
59	27	424	266	dhole
276	190	460	321	dhole
86	160	271	305	dhole
113	103	499	244	dhole
105	26	496	287	dhole
221	96	278	183	dhole
185	127	329	245	dhole
6	57	343	214	dhole
124	23	498	276	dhole
84	48	318	240	dhole
145	624	567	904	dhole
213	65	329	309	dhole
128	128	285	258	dhole
40	74	357	279	dhole
206	71	484	303	dhole
2	17	790	529	dhole
53	51	137	222	dhole
142	129	339	234	dhole
1	0	353	332	dhole
134	167	459	442	dhole
215	85	422	401	dhole
194	106	339	221	dhole
120	52	409	332	dhole
10	212	465	680	dhole
9	135	158	239	dhole
31	6	179	309	dhole
0	99	479	335	dhole
7	5	357	495	dhole
0	220	289	410	dhole
115	33	495	396	dhole
59	13	150	113	dhole
107	78	330	185	dhole
427	177	494	222	dhole
40	13	423	463	dhole
202	123	437	293	dhole
33	47	246	293	dhole
10	30	397	276	dhole
107	61	434	270	dhole
22	49	256	195	dhole
112	26	279	360	dhole
0	9	123	208	dhole
0	58	43	175	dhole
146	25	499	355	dhole
99	5	410	323	dhole
172	99	357	314	dhole
69	94	455	266	dhole
217	116	468	194	dhole
170	129	257	204	dhole
138	58	489	405	dhole
57	137	488	310	dhole
61	164	595	399	dhole
40	53	368	246	dhole
268	192	446	386	dhole
167	48	397	247	dhole
0	115	201	244	dhole
46	49	108	109	dhole
202	105	417	322	dhole
48	25	216	343	dhole
199	83	278	312	dhole
86	37	472	278	dhole
176	55	557	331	dhole
76	11	287	199	dhole
44	48	497	369	dhole
58	103	462	293	dhole
77	16	295	224	dhole
76	15	282	304	dhole
8	121	2048	1723	dhole
18	85	461	312	dhole
70	99	476	593	dhole
40	26	199	184	dhole
1	36	102	117	dhole
70	62	211	162	dhole
12	6	221	254	dhole
8	1	166	223	dhole
139	56	489	408	dhole
149	42	499	334	dhole
38	145	332	498	dhole
117	80	443	282	dhole
0	6	335	332	dhole
126	11	232	232	dhole
81	159	255	274	dhole
59	138	467	304	dhole
0	5	499	332	dhole
196	108	391	323	dhole
151	82	597	422	dhole
106	69	351	242	dhole
12	61	185	160	african-hunting-dog
11	4	191	137	african-hunting-dog
57	131	327	264	african-hunting-dog
19	11	271	195	african-hunting-dog
75	6	239	210	african-hunting-dog
42	22	433	262	african-hunting-dog
29	25	293	209	african-hunting-dog
1	259	259	554	african-hunting-dog
246	87	416	400	african-hunting-dog
63	4	499	374	african-hunting-dog
16	17	104	117	african-hunting-dog
121	87	414	336	african-hunting-dog
59	86	723	434	african-hunting-dog
0	260	369	468	african-hunting-dog
69	142	549	499	african-hunting-dog
44	49	323	131	african-hunting-dog
4	43	476	311	african-hunting-dog
111	72	404	300	african-hunting-dog
123	121	479	290	african-hunting-dog
22	173	374	308	african-hunting-dog
87	22	352	253	african-hunting-dog
14	29	388	363	african-hunting-dog
64	42	350	315	african-hunting-dog
37	61	267	190	african-hunting-dog
2	88	340	322	african-hunting-dog
198	1	1018	633	african-hunting-dog
159	16	427	332	african-hunting-dog
22	31	169	164	african-hunting-dog
0	0	392	498	african-hunting-dog
94	89	498	301	african-hunting-dog
70	176	163	230	african-hunting-dog
1	11	499	331	african-hunting-dog
64	46	435	306	african-hunting-dog
8	8	499	351	african-hunting-dog
212	305	294	429	african-hunting-dog
40	96	628	489	african-hunting-dog
0	28	320	227	african-hunting-dog
144	97	479	332	african-hunting-dog
3	112	483	431	african-hunting-dog
10	57	271	328	african-hunting-dog
222	34	499	240	african-hunting-dog
5	191	182	451	african-hunting-dog
19	72	239	240	african-hunting-dog
62	19	323	327	african-hunting-dog
0	80	427	300	african-hunting-dog
23	299	202	475	african-hunting-dog
21	10	455	436	african-hunting-dog
199	193	817	583	african-hunting-dog
152	22	361	390	african-hunting-dog
165	110	391	374	african-hunting-dog
0	7	129	199	african-hunting-dog
181	55	499	332	african-hunting-dog
21	50	331	383	african-hunting-dog
104	6	424	298	african-hunting-dog
109	42	415	205	african-hunting-dog
59	75	174	219	african-hunting-dog
70	54	499	331	african-hunting-dog
85	35	418	258	african-hunting-dog
0	31	328	333	african-hunting-dog
0	65	238	347	african-hunting-dog
78	90	408	331	african-hunting-dog
21	10	247	191	african-hunting-dog
1	0	436	374	african-hunting-dog
103	52	361	316	african-hunting-dog
25	51	499	332	african-hunting-dog
152	88	344	215	african-hunting-dog
1	55	485	307	african-hunting-dog
0	0	387	330	african-hunting-dog
0	10	425	299	african-hunting-dog
129	48	499	331	african-hunting-dog
116	36	499	332	african-hunting-dog
142	112	467	308	african-hunting-dog
14	97	243	306	african-hunting-dog
3	2	215	172	african-hunting-dog
35	15	490	430	african-hunting-dog
0	0	456	363	african-hunting-dog
71	34	332	353	african-hunting-dog
193	99	295	234	african-hunting-dog
36	17	236	149	african-hunting-dog
15	19	237	190	african-hunting-dog
0	54	61	195	african-hunting-dog
187	74	691	395	african-hunting-dog
20	133	633	368	african-hunting-dog
7	259	131	373	african-hunting-dog
0	200	242	417	african-hunting-dog
1	2	462	498	african-hunting-dog
234	146	288	251	african-hunting-dog
73	39	329	330	african-hunting-dog
46	94	438	268	african-hunting-dog
133	101	235	186	african-hunting-dog
393	99	533	501	african-hunting-dog
482	142	499	219	african-hunting-dog
0	13	124	211	african-hunting-dog
0	52	483	245	african-hunting-dog
99	15	498	391	african-hunting-dog
144	58	362	314	african-hunting-dog
186	103	306	234	african-hunting-dog
0	0	331	498	african-hunting-dog
0	15	142	207	african-hunting-dog
58	3	348	303	african-hunting-dog
29	111	285	317	african-hunting-dog
60	30	195	225	african-hunting-dog
206	59	365	228	african-hunting-dog
199	37	434	230	african-hunting-dog
1	34	231	304	african-hunting-dog
42	43	453	354	african-hunting-dog
138	10	348	332	african-hunting-dog
0	21	343	332	african-hunting-dog
47	61	493	316	african-hunting-dog
260	20	617	283	african-hunting-dog
31	174	505	376	african-hunting-dog
110	13	474	332	african-hunting-dog
2	3	319	266	african-hunting-dog
48	5	393	266	african-hunting-dog
232	159	319	208	african-hunting-dog
44	120	213	236	african-hunting-dog
902	283	1277	919	african-hunting-dog
179	134	339	219	african-hunting-dog
490	237	754	472	african-hunting-dog
89	42	386	293	african-hunting-dog
0	17	697	584	african-hunting-dog
67	100	204	168	african-hunting-dog
24	68	229	261	african-hunting-dog
59	32	233	338	african-hunting-dog
84	19	469	332	african-hunting-dog
70	31	217	167	african-hunting-dog
163	16	312	153	african-hunting-dog
95	23	158	191	african-hunting-dog
19	5	149	249	african-hunting-dog
19	29	293	193	african-hunting-dog
3	0	497	366	african-hunting-dog
38	61	331	410	african-hunting-dog
155	102	271	179	african-hunting-dog
79	69	420	258	african-hunting-dog
72	34	433	309	african-hunting-dog
198	138	355	306	african-hunting-dog
124	61	481	334	african-hunting-dog
100	6	450	332	african-hunting-dog
75	172	336	286	african-hunting-dog
279	172	357	272	african-hunting-dog
109	43	443	307	african-hunting-dog
2	2	378	291	african-hunting-dog
0	4	123	172	african-hunting-dog
37	12	248	221	african-hunting-dog
21	118	466	260	african-hunting-dog
23	17	188	188	african-hunting-dog
100	257	299	402	african-hunting-dog
49	51	348	321	african-hunting-dog
152	117	217	252	african-hunting-dog
178	91	305	173	african-hunting-dog
26	35	380	245	african-hunting-dog
72	36	321	265	african-hunting-dog
137	9	261	194	african-hunting-dog
271	55	451	298	african-hunting-dog
71	5	470	386	african-hunting-dog
0	27	284	399	african-hunting-dog
47	28	214	157	african-hunting-dog
123	33	343	329	african-hunting-dog
228	5	482	335	african-hunting-dog
